asset_name,network_element,network_element_str,network,latitude,longitude,augmentation_invest,replacement_invest,connections_invest,opex,other_invest,total_invest,deferrable_invest,invest_year,invest_year_str,commitment_year,email,phone,info_link,apr_link,data_currency,next_update,investment_description,demand_growth,constraint_season,annual_deferral_pool,wacc_rate,depr_rate
DOREEN,ZS,Zone Substation,Ausnet Services,-37.60524,145.13389,TBC,,,,,TBC,TBC,2027,2027,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"AusNet is planning to augment the supply capacity at Doreen Zone Substation (DRN) to avoid overload of the existing two 66/22 kV 20/33 MVA transformers. DRN has energy at risk during both the summer and winter periods. The level of load at risk under outage conditions and 10%POE forecast conditions is 23.0 MVA in summer 2022/23, increasing to 24.8 MVA by 2026/27. Load transfer capacity of 18.2 MVA exists to transfer the load at risk away from the station in the event of a transformer outage. A project to address the demand growth driven service level risk, including the following key scope items, is planned to be implemented after 2026: (1) Install an additional (third) 66/22kV 20/33 MVA transformer; (2) Install an additional (third) 22 kV indoor switchboard; (3) Install associated protection and control works. Alternative options considered include: (1) Install an additional (third) 66/22kV 20/33 MVA transformer, connected into the existing No.2 22 kV bus alongside the existing No.2 transformer. This is a lower cost option but does not provide for additional feeder exit connections which are required to supply the growing demand; (2) Contract at least 10 MVA of network support via embedded generation; (3) Contract for network support via demand management to reduce demand during risk periods.",,"Summer, Winter",,0.0644,0.033
ELTHAM,ZS,Zone Substation,Ausnet Services,-37.71667,145.13865,13.3,,,,,13.3,13.3,2025,2025,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"Eltham Zone Substation (ELM) was a tranche two REFCL nominated station.  AusNet achieved ESV compliance in October 2022. The Network size capacitance had some headroom for a couple of years and will required further capacitance reduction in the next few years. In the meantime, ELM Network capacitance will be monitor until further capacitance reduction is required.  ",,Summer,1.3,0.0644,0.033
FERNTREE GULLY,ZS,Zone Substation,Ausnet Services,-37.8934,145.29245,,11.4,,,,11.4,0,2023,2023,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"Ferntree Gully Zone Substation (FGY) was a tranche two REFCL nominated station, and AusNet was able to successfully demonstrate compliance in June 2022. The REFCL project was implemented in June 2022, and included the following key scope items: (1) Installed two new ground fault neutraliser (GFN) Arc Suppression Coil (ASC) units; (2) Installed a new GFN control room to house the inverters and associated protection and control equipment; (3) Replaced the existing station service transformers with two new 750 kVA kiosk type units; (4) Replaced the existing 10 MVA 1A and 1B 66/22 kV transformers with a single 20/33 MVA 66/22 kV transformer; (5) Replaced the existing 22 kV surge arrestors at FGY, Upwey (UWY) and Sassafras (SFS); (6) Installed two new 22 kV switched neutral bus kiosks; (7) Replaced the two existing capacitor banks with new REFCL compliant units; (8) Replaced and install associated secondary and protection equipment. The estimated capital cost for the REFCL implementation works is $11.4 million. To achieve and maintain REFCL compliance at FGY, AusNet have established a new non-REFCL protected Rowville Zone Substation (RVE) and transferred underground 22 kV feeders from FGY to RVE to reduce the network capacitance at FGY to within the station’s REFCL capability.",,Summer,0,0.0644,0.033
KALKALLO,ZS,Zone Substation,Ausnet Services,-37.53841,144.9414,TBC,TBC,,,,TBC,TBC,2023,2023,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"In 2019 AusNet and Jemena Electricity Networks engaged WSP to undertake an area planning study for the Kalkallo and Coolaroo distribution areas to determine the most economical solution to achieve compliance with the Electricity Safety (Bushfire Mitigation) Regulations 2013 and the Electricity Safety Amendment (Bushfire Mitigation Civil Penalties Scheme) Act 2017 (the Act) at Kalkallo Zone Substation (KLO) and Coolaroo Zone Substation (COO). These regulations require KLO and COO zone substations to be REFCL compliant by 1 May 2023 at the latest. The joint planning report was completed by WSP in December 2019. As of December 2021, the following scope of work has been confirmed: (1) Install Remote REFCL units on KLO14 and KLO24 feeders. These feeders are the only AusNet overhead feeders from KLO; (2) Replace all overhead network up to the Remote REFCL installations with covered conductor; (3) Install isolation transformers on underground cable sections in Wallan to reduce capacitance seen by the Remote REFCL installations.",,"Summer, Winter",,0.0644,0.033
LILYDALE,ZS,Zone Substation,Ausnet Services,-37.76354,145.35806,4.4,,,,,4.4,4.4,2023,2023,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"To maintain compliance at LDL, it is proposed to install isolation transformers on feeders on Bus 1 and 2, at an estimated cost of $4.4 million. ",,Summer,0.43,0.0644,0.033
LANG LANG,ZS,Zone Substation,Ausnet Services,-38.26753,145.55641,,13.6,,,,13.6,0,2022,2022,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"Lang Lang Zone Substation (LLG) was a tranche three REFCL nominated station, and compliance was demonstrated in October 2022. The REFCL project included the following key scope items: (1) Installed one Siemens-Trench REFCL unit including Arc Suppression Coil (ASC), Inverter and Neutral Bus Kiosk; (2) Replace existing 22 kV switchboard with the new modular switchboard; (3) Installing a new AC changeover board in the existing control room; (4) Replace, or upgrade, the existing station service transformers with two new 500 kVA kiosk type units: (5) Replace and install associated secondary and protection equipment. The capital cost for the REFCL implementation works was $13.6 million.",,Winter,0,0.0644,0.033
MURRINDINDI,ZS,Zone Substation,Ausnet Services,-37.38511,145.54013,,TBC,,,,TBC,TBC,2022,2022,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,AusNet has completed the retirement and replacement of assets at the Murrindindi Zone Substation (MDI) in April 2022. Key scope items that were installed included: (1) 2 each single phase 22kV 100A Cooper (Eaton) Regulators; (2) 1 each 500kVA 66/22kV Transformer; (3) 1 each new 66kV DTCB; (4) 1 each new 22kV Noja ACR.,,Winter,,0.0644,0.033
MAFFRA,ZS,Zone Substation,Ausnet Services,-37.97089,146.9821,,18.5,,,,18.5,0,2024,2024,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"AusNet is planning to selectively retire and replace assets at the Maffra Zone Substation (MFA). MFA was established with two 10 MVA 66/22 kV transformers in 1960 and contains 66 kV minimum oil circuit breakers and oil filled current transformers that were installed when the station was built. A third transformer was installed in 1998. The condition of the circuit breakers and current transformers has deteriorated considerably, and they now have an elevated risk of failure. These assets pose unacceptable safety, network security, environmental and plant damage risks from possible destructive failure and subsequent oil fires. The condition of the transformers is also deteriorating; however, the replacement of these assets has been deferred to beyond 2026.  A project to address the switchgear condition is expected to be implemented by 2024, and includes the following key scope items: (1) Due to space constraints building new 66kV switchyard for construction of new 66kV ring bus on adjoining land and construction of new control building; (2) Replace outdoor minimum oil 66 kV circuit breakers with new outdoor 66 kV circuit breakers and adding one tie breaker between Transformer 2 and 3; (3) Replace outdoor 66 kV current transformers, 66kV voltage transformers, Two NCT’s and 22kV capacitor bank; (4) This project will address asset failure risks due to deteriorated electrical equipment. The total project is approximately $18.5 million. Alternative options considered include: (1) Replace the two 10 MVA 66/22 kV transformers as well as the 66 kV equipment. This is much higher cost option and replacement of the existing C4 condition transformers is not currently economically justified; (2) Replace the 66 kV outdoor switchgear with gas insulated switchgear, while maintaining the original 66/22 kV transformers. This is a high-cost option, due to the increased costs associated gas insulted switchgear, that would deliver less benefits than the proposed preferred option due to the remaining elevated failure risk associated with the two original transformers; (3) Replace the 66 kV outdoor switchgear with new outdoor 66 kV switchgear and replace one of the two original 66/22 kV transformers. This is a lower cost option than the proposed preferred solution, but also has lower benefits due to the remaining elevated failure risk associated with the one original transformer that would not be replaced.",,Summer,0,0.0644,0.033
NEWMERELLA,ZS,Zone Substation,Ausnet Services,-37.73931,148.42519,,12.9,,,,12.9,0,2026,2026,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"AusNet is planning to retire and replace assets at the Newmerella Zone Substation (NLA). NLA is a small remote zone substation containing two 5 MVA 66/22 kV transformers and a single outdoor 22 kV bus with outdoor 22 kV automatic circuit recloser (ACR) switches in place of traditional 22 kV circuit breaker switchgear. The condition of the two transformers and the 22 kV switchgear has deteriorated and they now have an elevated risk of failure. The assets pose unacceptable safety, network security, environmental and plant damage risks from possible destructive failure and subsequent oil fires and loss of supply. A project to address these issues was planned for 2024 but has now been delayed to 2026 following more detailed assessment of the service level risk. Key scope items include: (1) Replace the two 66/22 kV transformers; (2) Replace outdoor 22 kV circuit breakers with a new indoor 22 kV switchboard; (3) Replace the high voltage 66 kV transformer bushings. This project will address the service level risk associated with the 66/22 kV transformers and 22 kV assets. The total project cost in 2018 real dollars is approximately $12.9 million ±30%. Alternative options considered include: (1) Replace only the existing outdoor 22 kV switchgear with a new indoor 22 kV switchboard. This is lower cost option but does not address the service level risk associated with the poor transfer condition; (2) Replace the 66/22 transformers, while maintaining the existing outdoor 22 kV switchgear. This is medium cost option, due to the transformer replacements, however the benefits are limited due to the remaining elevated failure risk associated with the existing outdoor 22 kV switchgear.",,"Summer, Winter",0,0.0644,0.033
SALE,ZS,Zone Substation,Ausnet Services,-38.10125,147.09592,TBC,TBC,,,14.3,TBC,0,2022,2022,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,Sale Zone Substation (SLE) was a tranche three REFCL nominated station and compliance was demonstrated in October 2022. The REFCL project included the following key scope items: (1) Installed one (1) Siemens Trench ARCC REFCL unit; (2) Installed one (1) 22kV switched neutral bus kiosk; (3) Replaced existing station service transformers with two new 500 kVA kiosk type units; (4) Replaced existing Capacitor Bank with a new 3 x 4 MVAR; (5) Replaced and installed associated secondary and protection equipment. The capital cost for the REFCL implementation works was $14.3 million,,Summer,0,0.0644,0.033
TRARALGON,ZS,Zone Substation,Ausnet Services,-38.18926,146.56011,,7.7,,,,7.7,0,2030,2030,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"Stage 2 - AusNet is currently in the early stages of scoping a project to selectively retire and replace assets at the Traralgon Zone Substation (TGN). TGN was established with two 10/13.5 MVA 66/22 kV transformers and contains outdoor 66 kV and 22 kV oil filled switchgear that was installed when the station was built. A 20/33 MVA transformer, in addition to the two original 10/13.5 MVA transformers, was installed in 2013. The condition of the two original transformers and the 66 kV and 22 kV assets has deteriorated considerably, and they now have an elevated risk of failure. These assets pose unacceptable safety, network security, environmental and plant damage risks from possible destructive failure. A project to address these issues, includes the following key scope with scope being investigated for partial deferment. The scope of items are: (1) Replace the two 10/13.5 MVA 66/22 kV transformers with a single 20/33 MVA 66/22 kV transformer; (2) Replace two 66 kV minimum oil circuit breakers. (3) Replace outdoor 22 kV switchgear with a new indoor 22 kV switchboard; (3) Replace the high voltage 66 kV transformer bushings. The preferred option is to complete this work in two stages. Stage 2 will comprise the remaining scope of work. Stage 2 will be completed 5-10 years after Stage 1, with the works currently planned for completion in 2030 ($0.77M). The total capital cost of this option is $18.5million (real $2022). Alternative options considered include: (1) Replace the 66 kV and 22 kV assets, while maintaining the existing transformers. This is a lower cost option than the proposed preferred solution but results in lower net economic benefits due to the remaining elevated failure risk associated with the two 66/22 kV transformers; (2) Replace only the 22 kV assets, while maintaining the existing 66 kV assets and transformers. This is a much lower cost option than the proposed preferred solution but results in lower net economic benefits due to the remaining elevated failure risk associated with the 66 kV assets and the two 66/22 kV transformers.",,"Summer, Winter",0,0.0644,0.033
THOMASTOWN,ZS,Zone Substation,Ausnet Services,-37.69088,145.01077,,17.7,,,,17.7,0,2030,2030,,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"Stage 2 - AusNet is currently in the early stages of scoping a project to selectively retire and replace assets at the Thomastown Zone Substation (TT). TT was established in the early 1950s and contains 66 kV and 22 kV bulk oil circuit breakers that were installed when the station was built. The condition of these circuit breakers has deteriorated considerably, and they now have an elevated risk of failure. These assets pose unacceptable safety, network security, environmental and plant damage risks from possible destructive failure. A project to address these issues, includes the following key scope items, with scope being delivered partial deferment: (1) Replace outdoor bulk oil 22 kV circuit breakers with three new indoor 22 kV switchboards; (2) Replace outdoor bulk oil 66 kV circuit breakers with new outdoor 66 kV circuit breakers; (3) Associated protection and secondary system upgrades. The preferred option is to complete this work in two stages. Stage 2 will comprise the remaining scope of work ($17.7M). Stage 2 will be completed 5-10 years after Stage 1, with the works currently planned for completion in 2030. The total capital cost of this option is $27.30 million (real $2022)",,"Summer, Winter",0,0.0644,0.033
WONTHAGGI,ZS,Zone Substation,Ausnet Services,-38.59392,145.60978,8.98,,,,,8.98,8.98,2021,2021 (committed),,dapr@ausnetservices.com.au,(03) 9695 6000,https://dapr.ausnetservices.com.au/,https://dapr.ausnetservices.com.au/ausnet_data/AusNet%20Services%20DAPR%202023-2027.pdf,Dec 2022 DAPR,Q2 2024,"To maintain compliance at WGI, it was determined to install a second REFCL at a single site by splitting the 22kV buses and installing isolation transformers at various locations. - The expected cost for this option was $8.98m. Further WGI network evaluation will be required to determine future works to maintain compliance at WGI",,Winter,0.87,0.0644,0.033
